iter	Logloss
186	0.0986028095
187	0.09834122858
188	0.09802070561
189	0.09791516665
190	0.09781932995
191	0.09776670138
192	0.09768100568
193	0.09763487179
194	0.09752676806
195	0.09732163329
196	0.09727742961
197	0.09722490648
198	0.09718091196
199	0.09700989782
200	0.09670002471
201	0.0965722481
202	0.09639408297
203	0.09623903868
204	0.09610489298
205	0.09599366673
206	0.09596229415
207	0.09583150983
208	0.09577009401
209	0.09569332328
210	0.09558056136
211	0.09554277353
212	0.09538306276
213	0.09529051913
214	0.09509726849
215	0.09493739741
216	0.09479768685
217	0.09474880307
218	0.0946432096
219	0.0945662461
220	0.09444229481
221	0.09436111091
222	0.09423653724
223	0.0941691063
224	0.09409972091
225	0.09394056755
226	0.09383350655
227	0.09362581676
228	0.09352863769
229	0.09346334384
230	0.0933892364
231	0.09334265913
232	0.09327833333
233	0.09320450671
234	0.09312643444
235	0.09296253449
236	0.09291079674
237	0.09279602101
238	0.09247868833
239	0.0924103471
240	0.09230675317
241	0.09212648546
242	0.09206205889
243	0.09202292479
244	0.09194217257
245	0.09188156645
246	0.09178928628
247	0.09166908903
248	0.0915643273
249	0.09145036756
250	0.09135008909
251	0.0912478772
252	0.09113018453
253	0.09104633963
254	0.09099602531
255	0.09091204013
256	0.09084650816
257	0.09081358376
258	0.09067061152
259	0.09054883557
260	0.09048228411
261	0.09039083063
262	0.09028045514
263	0.0901942106
264	0.09013591129
265	0.08994276297
266	0.08985257292
267	0.08967647505
268	0.08964240395
269	0.08950378119
270	0.08933093308
271	0.0893019082
272	0.08920704473
273	0.08912087108
274	0.0890216518
275	0.08897122824
276	0.08886689223
277	0.08877739295
278	0.08873978644
279	0.08869688586
280	0.08855995872
281	0.08853727759
282	0.08847545592
283	0.08842116195
284	0.0882587294
285	0.08818614395
286	0.08810949978
287	0.08808494895
288	0.08802369423
289	0.08793370376
290	0.08781026065
291	0.08770031223
292	0.08761229509
293	0.08756132347
294	0.08744437711
295	0.08737956625
296	0.08728910397
297	0.08725094578
298	0.08715658996
299	0.08706804351
300	0.08701735016
301	0.08698071838
302	0.08693371595
303	0.08681436616
304	0.08671924161
305	0.0866721925
306	0.08654853444
307	0.08652736669
308	0.08650188404
309	0.08644741552
310	0.08640242556
311	0.08636203549
312	0.08627529556
313	0.08622861859
314	0.08612293714
315	0.0860457204
316	0.08597549332
317	0.08592515294
318	0.08586946595
319	0.0857791425
320	0.08570136854
321	0.0856446857
322	0.08559336275
323	0.0855364987
324	0.0854675581
325	0.08539564685
326	0.08534358684
327	0.08530047962
328	0.08523997089
329	0.08515538879
330	0.0850988318
331	0.08499024547
332	0.08494378116
333	0.08493005976
334	0.0848949615
335	0.08485014995
336	0.08482157331
337	0.08480903369
338	0.08467523428
339	0.08462528356
340	0.08449928741
341	0.08443805616
342	0.08436833645
343	0.08430407642
344	0.08419214938
345	0.08413048498
346	0.08410975122
347	0.08403615438
348	0.08400363293
349	0.08393971807
350	0.08390241828
351	0.08385821148
352	0.08381823526
353	0.08374897536
354	0.0837008255
355	0.08365790717
356	0.08361461498
357	0.08358729269
358	0.08357788877
359	0.08353301602
360	0.08349014112
361	0.08343257204
362	0.08334814191
363	0.08332305119
364	0.08327902963
365	0.08321994234
366	0.0831736031
367	0.08313040795
368	0.08304229313
369	0.08299550509
370	0.08290372079
371	0.08287072404
372	0.08279203508
373	0.08274618024
374	0.08268445781
375	0.0826229561
376	0.08256619262
377	0.08248752678
378	0.08236263293
379	0.08231751215
380	0.08227319707
381	0.08217751334
382	0.08213503104
383	0.08208563002
384	0.08200485296
385	0.08194597557
386	0.08190356359
387	0.08178705755
388	0.08173913319
389	0.08164309574
390	0.08158513907
391	0.08157106403
392	0.08152103305
393	0.0814743226
394	0.08145754465
395	0.08139261717
396	0.08135434849
397	0.08118057963
398	0.08114032463
399	0.08107040243
400	0.08103030638
401	0.08101434203
402	0.08098688419
403	0.08093028622
404	0.08087594166
405	0.08085928861
406	0.08081948817
407	0.08078615694
408	0.08072889627
409	0.08069875409
410	0.08066692127
411	0.080608544
412	0.08057166071
413	0.08053804465
414	0.08049197937
415	0.08038635173
416	0.08036997599
417	0.08033966977
418	0.08031173151
419	0.08027363311
420	0.08021729339
421	0.08013910423
422	0.08012629424
423	0.08004999724
424	0.08000292242
425	0.07997650696
426	0.07991235072
427	0.07988026613
428	0.0798632249
429	0.07984393923
430	0.07978828327
431	0.07973006184
432	0.0796907188
433	0.07965482695
434	0.07962608637
435	0.07957426609
436	0.07946933176
437	0.07937942828
438	0.07935809055
439	0.07930446212
440	0.07929610169
441	0.07926731419
442	0.07924453587
443	0.07920424628
444	0.07917219906
445	0.07915147135
446	0.079138076
447	0.07909495041
448	0.07904659455
449	0.07903004347
450	0.07895867518
451	0.07892199193
452	0.07890349731
453	0.07888121646
454	0.07885154877
455	0.07879739597
456	0.07875745155
457	0.07873429209
458	0.07868114884
459	0.07864317001
460	0.07861605044
461	0.07859952131
462	0.07853513063
463	0.07850095507
464	0.07842704158
465	0.07839511727
466	0.07835099496
467	0.07829408893
468	0.07825160992
469	0.07822325122
470	0.07816163105
471	0.07810892789
472	0.07807385628
473	0.07803503691
474	0.07798236123
475	0.07794855372
476	0.07784104649
477	0.07781325928
478	0.07779334611
479	0.07773241503
480	0.07769646911
481	0.07767503958
482	0.07764583328
483	0.07760058065
484	0.07756061124
485	0.07752083781
486	0.07750517303
487	0.07748523011
488	0.07746797929
489	0.07742009882
490	0.07737152398
491	0.07730879086
492	0.07730378368
493	0.07727520243
494	0.07724792988
495	0.0772290175
496	0.07720459117
497	0.07713757666
498	0.07705663898
499	0.0770135446
500	0.0769603482
501	0.07692489269
502	0.07689322529
503	0.07687598159
504	0.07684523177
505	0.07683221081
506	0.07677211032
507	0.07672899663
508	0.07667190939
509	0.07664524724
510	0.07657029089
511	0.07655454922
512	0.07651857408
513	0.07646258558
514	0.07638408284
515	0.07631416378
516	0.07628969199
517	0.07626867429
518	0.0762378011
519	0.07617294651
520	0.07615296898
521	0.07611702591
522	0.07606119955
523	0.07593867754
524	0.07590590011
525	0.07585943266
526	0.0758200312
527	0.07572763674
528	0.07569270771
529	0.07564691483
530	0.07556452086
531	0.07554311659
532	0.07552576198
533	0.07550767287
534	0.07548709445
535	0.07546158972
536	0.07542643349
537	0.07540433719
538	0.0753876237
539	0.07536608078
540	0.07535356806
541	0.07531156906
542	0.07529340013
543	0.07527929794
544	0.07523190733
545	0.07518540029
546	0.07517486536
547	0.07513458788
548	0.07508198998
549	0.07505804674
550	0.07504523133
551	0.07500891662
552	0.07497148096
553	0.07493624039
554	0.07488636502
555	0.0748172451
556	0.07477395462
557	0.07475998689
558	0.0747434908
559	0.07471675417
560	0.07460523458
561	0.07455534792
562	0.07447227589
563	0.07444075069
564	0.07439558041
565	0.07432866241
566	0.07428577518
567	0.07426579287
568	0.07424716926
569	0.07420550215
570	0.07417265454
571	0.07414682779
572	0.07407472105
573	0.07403393611
574	0.07399455675
575	0.07396171767
576	0.0739427908
577	0.07390692351
578	0.07389018542
579	0.07386134025
580	0.07382384355
581	0.0737799252
582	0.07374237462
583	0.07368885
584	0.07366352882
585	0.07364523741
586	0.07361968962
587	0.07360265936
588	0.07356975517
589	0.07354566954
590	0.07351009213
591	0.073494308
592	0.07347529933
593	0.07340629151
594	0.0733671926
595	0.07335266744
596	0.07334269959
597	0.07326457873
598	0.07323238688
599	0.07320430382
600	0.07316445493
601	0.07311082707
602	0.07309184712
603	0.07304472384
604	0.07298557824
605	0.07294343773
606	0.07291197792
607	0.07288588695
608	0.07286440911
609	0.07284277597
610	0.07277243523
611	0.07272784556
612	0.07267836514
613	0.07264235242
614	0.0726113856
615	0.07246536423
616	0.07244797556
617	0.07243803174
618	0.07241124589
619	0.07238927997
620	0.07235490671
621	0.0723388749
622	0.07230904715
623	0.0722750602
624	0.07227209612
625	0.07226149668
626	0.07220648444
627	0.07216641996
628	0.07214733219
629	0.07212467254
630	0.0721149967
631	0.07210377249
632	0.07209567484
633	0.07204887137
634	0.07200687174
635	0.07197740457
636	0.0719474087
637	0.07192579392
638	0.07187061626
639	0.07183669147
640	0.07179717385
641	0.07176614518
642	0.0717124484
643	0.07168084111
644	0.07164837092
645	0.07163648815
646	0.0716248358
647	0.07161821541
648	0.07159248229
649	0.07155827317
650	0.07148364585
651	0.07146466568
652	0.07144317761
653	0.07143138829
654	0.0714114546
655	0.07139019471
656	0.07135101062
657	0.07131875265
658	0.07129533444
659	0.07127774952
660	0.07126197655
661	0.0712543627
662	0.0712221809
663	0.07119883649
664	0.07117649367
665	0.07115775751
666	0.07113828608
667	0.07111052407
668	0.07108560741
669	0.07104703054
670	0.07103270166
671	0.07095834556
672	0.07091023816
673	0.07087896735
674	0.07082870699
675	0.07080729451
676	0.07077748206
677	0.0707475975
678	0.07072478119
679	0.07068319125
680	0.07063361978
681	0.07061128639
682	0.07059952969
683	0.07057808349
684	0.07050658977
685	0.07048088551
686	0.07045231671
687	0.07042876302
688	0.07041091707
689	0.07036561006
690	0.07034812291
691	0.07034259207
692	0.07031138636
693	0.07026925092
694	0.07023642036
695	0.07021499496
696	0.07020126596
697	0.07016790065
698	0.07015045242
699	0.07010333401
700	0.07008220988
701	0.07004001384
702	0.0700122861
703	0.0700068411
704	0.06999332258
705	0.06993186954
706	0.06989117388
707	0.06985349626
708	0.06984255534
709	0.06983239594
710	0.06979969103
711	0.06975474664
712	0.06974504529
713	0.0697165655
714	0.069642205
715	0.06962108323
716	0.06959168323
717	0.06954413594
718	0.06950870054
719	0.0693954455
720	0.06936673565
721	0.06933937678
722	0.06927516413
723	0.06923929151
724	0.06920853059
725	0.06916478606
726	0.06915533696
727	0.06914850331
728	0.06908601171
729	0.06906764615
730	0.06904067368
731	0.06901703311
732	0.06900718137
733	0.0689854306
734	0.06895969121
735	0.06894595798
736	0.06892049243
737	0.06890221937
738	0.06884281788
739	0.06881203917
740	0.06878624302
741	0.06872965378
742	0.06871224462
743	0.06869323954
744	0.0686645886
745	0.06863088919
746	0.06860872374
747	0.06858323973
748	0.06853211765
749	0.06850055342
750	0.06847172762
751	0.06845935209
752	0.06844387133
753	0.06843065705
754	0.06842445574
755	0.06840027024
756	0.06837321667
757	0.06834385444
758	0.06830484437
759	0.06826750327
760	0.06823171743
761	0.06822300542
762	0.06820730707
763	0.06818546632
764	0.0681621256
765	0.06813802848
766	0.06811829698
767	0.06808717855
768	0.06805521084
769	0.06802955823
770	0.06800887918
771	0.06798519108
772	0.06793482857
773	0.06793020818
774	0.06789788631
775	0.067863429
776	0.06783435055
777	0.06779661884
778	0.06777031017
779	0.06775154628
780	0.06773656829
781	0.06770204219
782	0.06766978266
783	0.06765572216
784	0.06764770145
785	0.06762960357
786	0.067611506
787	0.0675982896
788	0.06755614992
789	0.06752460196
790	0.06750091025
791	0.0674846996
792	0.06744439216
793	0.06741879911
794	0.06739809108
795	0.06735096991
796	0.06730396015
797	0.06724432986
798	0.0672211875
799	0.06719706177
800	0.06717042275
801	0.06716444577
802	0.06713733262
803	0.06712688113
804	0.0671026711
805	0.06705495763
806	0.06704077214
807	0.06703574842
808	0.06700768691
809	0.06700017142
810	0.06697367658
811	0.06695855614
812	0.06693756489
813	0.06692149748
814	0.06689828748
815	0.06687062211
816	0.0668616959
817	0.06683842975
818	0.06682779933
819	0.0668220381
820	0.06680517869
821	0.06677822619
822	0.06674238284
823	0.06672557597
824	0.06667960667
825	0.06666553158
826	0.06664560001
827	0.06661715897
828	0.06659495975
829	0.06657711048
830	0.06657076504
831	0.06656160332
832	0.06655426804
833	0.06654169368
834	0.06649874805
835	0.06646451129
836	0.06644293151
837	0.06640676062
838	0.06639332333
839	0.06636565792
840	0.06633768145
841	0.06631561716
842	0.06628631178
843	0.06626670678
844	0.06623645009
845	0.06620794286
846	0.0661967275
847	0.06617715407
848	0.06616849895
849	0.06616125736
850	0.06615695093
851	0.06613735456
852	0.06612269439
853	0.06608647525
854	0.06606704834
855	0.06603783673
856	0.06601363001
857	0.0659953765
858	0.06596403739
859	0.06594483292
860	0.06591395645
861	0.06589943905
862	0.0658940264
863	0.06588906383
864	0.0658637358
865	0.06583261689
866	0.06582085168
867	0.06579271193
868	0.06577575495
869	0.0657568362
870	0.06575290521
871	0.06573668688
872	0.06571639071
873	0.06568168586
874	0.06566281818
875	0.06565516617
876	0.06563773614
877	0.06561719795
878	0.06557908856
879	0.06556493851
880	0.06555772046
881	0.06551303159
882	0.0655003191
883	0.06546994426
884	0.06544689403
885	0.06542674464
886	0.06537837891
887	0.06536991241
888	0.06533459179
889	0.0652867147
890	0.06525500483
891	0.06523234835
892	0.06520452287
893	0.06519653302
894	0.06514100856
895	0.06510869306
896	0.06508016937
897	0.06505837122
898	0.06503384834
899	0.06499944071
900	0.06498909507
901	0.06497258664
902	0.06495572546
903	0.06492270884
904	0.06490261393
905	0.06487913966
906	0.06487114554
907	0.06486716475
908	0.06485206734
909	0.06482718683
910	0.0647853799
911	0.06473015213
912	0.06471011691
913	0.06470439732
914	0.06467816325
915	0.06467225251
916	0.06463783071
917	0.06462548556
918	0.06460312523
919	0.0645752135
920	0.06455648796
921	0.06452363898
922	0.06448883918
923	0.06446433677
924	0.06445298928
925	0.06443812466
926	0.06441395968
927	0.06439932927
928	0.06436355667
929	0.06432358271
930	0.06430290258
931	0.06428648577
932	0.06427086372
933	0.0642485924
934	0.06422304876
935	0.06418519256
936	0.06415457773
937	0.0641375676
938	0.06411979479
939	0.06409863639
940	0.06405531619
941	0.06402544532
942	0.06399687671
943	0.06397491544
944	0.06396832477
945	0.06393773818
946	0.06390619078
947	0.06389179776
948	0.06386664977
949	0.0638567298
950	0.06382098978
951	0.06380091973
952	0.0637773186
953	0.06376434486
954	0.06374616153
955	0.06372368848
956	0.06370879862
957	0.06369692859
958	0.0636710763
959	0.06365731234
960	0.06362682624
961	0.06361521752
962	0.063588104
963	0.06355762719
964	0.06354680647
965	0.0635275136
966	0.06350682461
967	0.06348411031
968	0.0634521537
969	0.06343471362
970	0.06342412448
971	0.06340513378
972	0.06338910311
973	0.06336791969
974	0.0633419439
975	0.06329580725
976	0.06325108056
977	0.06322595262
978	0.06320751907
979	0.06318325309
980	0.06315515563
981	0.0631309297
982	0.06310549446
983	0.06309350554
984	0.06307613537
985	0.0630533221
986	0.06300389516
987	0.06298687387
988	0.062959527
989	0.0629200601
990	0.06289470547
991	0.06287732658
992	0.06285736467
993	0.06282456225
994	0.06280121646
995	0.06279583886
996	0.06275618186
997	0.06274234435
998	0.06273302467
999	0.06269320434
